No,StarYear,"PlotCode",Name,Province,Amphoe,Tambon,Type,Lat,Lon,GMap,Tag_Count,SP_Count,Shanon,Biomass
40,2023,C64-02-M02,วัดป่าขมิ้น,สุโขทัย,ศรีสัชนาลัย,ศรีสัชนาลัย,M,17.42382,99.78962,"https://www.google.com/maps?t=k&q=17.423824,99.789623",107,32,3.03,"25,353.96"
41,2023,C64-02-P01,อุทยานประวัติศาสตร์ศรีสัชนาลัย,สุโขทัย,ศรีสัชนาลัย,ศรีสัชนาลัย,P,17.42678,99.78864,"https://www.google.com/maps?t=k&q=17.426776,99.788644",66,19,2.48,"46,735.79"
42,2023,C65-01-P01,สวนชมน่าน,พิษณุโลก,เมืองพิษณุโลก,ในเมือง,P,16.81828,100.25937,"https://www.google.com/maps?t=k&q=16.818282,100.259365",28,12,2.00,"16,935.72"
43,2023,C65-01-P02,พุทธมณฑลพิษณุโลก,พิษณุโลก,เมืองพิษณุโลก,อรัญญิก,P,16.82445,100.29094,"https://www.google.com/maps?t=k&q=16.824449,100.290944",51,16,2.48,"16,572.53"
44,2023,C65-01-P03,สวนเฉลิมฯ 80 พรรษา (เรือนแพ),พิษณุโลก,เมืองพิษณุโลก,ในเมือง,P,16.82093,100.28945,"https://www.google.com/maps?t=k&q=16.820929,100.28945",32,12,2.19,"21,901.96"
45,2023,C65-01-S01,สีเขียวริมถนนธรรมบูชา,พิษณุโลก,เมืองพิษณุโลก,ในเมือง,S,16.82712,100.26612,"https://www.google.com/maps?t=k&q=16.82712,100.26612",9,4,0.99,"13,105.92"
46,2025,C66-25-M01,วัดมหาธาตุ ของกรมศิลปากร,พิจิตร,เมืองพิจิตร,เมืองเก่า,M,16.41209,100.29407,"https://www.google.com/maps?t=k&q=16.412094,100.294071",37,9,1.54,"189,097.81"
47,2025,C66-25-P01,สวนสมเด็จพระศรีนครินทร์,พิจิตร,เมืองพิจิตร,ในเมือง,P,16.42493,100.344,"https://www.google.com/maps?t=k&q=16.42493,100.344",38,13,2.18,"16,587.45"
48,2025,C66-25-S01,สนามจักรยานสราญจิตมงคลสุข,พิจิตร,เมืองพิจิตร,เมืองเก่า,S,16.41766,100.3188,"https://www.google.com/maps?t=k&q=16.41766,100.3188",12,6,1.49,"5,998.24"
49,2025,C67-25-M01,สถานีพัฒนาที่ดินเพชรบูรณ์,เพชรบูรณ์,เมืองเพชรบูรณ์,สะเดียง,M,16.46274,101.1541,"https://www.google.com/maps?t=k&q=16.462739,101.154098",70,6,0.58,"9,600.24"
50,2025,C67-25-P01,สวนสุขภาพ (สวนไผ่),เพชรบูรณ์,เมืองเพชรบูรณ์,สะเดียง,P,16.45147,101.15452,"https://www.google.com/maps?t=k&q=16.45147,101.15452",101,13,1.68,"16,290.51"
51,2025,C72-25-M01,วัดเขาทำเทียม,สุพรรณบุรี,อู่ทอง,อู่ทอง,M,14.37261,99.86772,"https://www.google.com/maps?t=k&q=14.372605,99.867717",28,10,1.93,"5,595.96"
52,2025,C72-25-P01,สวนสุขภาพด่านช้าง,สุพรรณบุรี,ด่านช้าง,หนองมะค่าโมง,P,14.84087,99.69562,"https://www.google.com/maps?t=k&q=14.84087,99.69562",13,7,1.79,"14,902.34"
53,2025,C72-25-S01,ริมคูเมือง,สุพรรณบุรี,อู่ทอง,อู่ทอง,S,14.37704,99.8934,"https://www.google.com/maps?t=k&q=14.37704,99.8934",27,18,2.75,"16,305.95"
54,2025,C73-25-M01,มก. วิทยาเขตกำแพงแสน,นครปฐม,กำแพงแสน,กำแพงแสน,M,14.01805,99.98441,"https://www.google.com/maps?t=k&q=14.01805,99.98441",25,5,0.95,"50,788.30"
55,2025,C73-25-P01,พุทธมณฑล,นครปฐม,พุทธมณฑล,ศาลายา,P,13.77633,100.31783,"https://www.google.com/maps?t=k&q=13.77633,100.31783",22,14,2.51,"22,397.15"
56,2025,C74-25-M01,วัดใหม่ราษฎร์นุกูล,สมุทรสาคร,บ้านแพ้ว,บ้านแพ้ว,M,13.5885,100.09994,"https://www.google.com/maps?t=k&q=13.5885,100.09994",85,24,2.68,"14,665.78"
57,2025,C74-25-P01,สวนสาธารณะ​ศาลหลักเมือง​สมุทรสาคร,สมุทรสาคร,เมืองสมุทรสาคร,มหาชัย,P,13.54582,100.27387,"https://www.google.com/maps?t=k&q=13.54582,100.27387",43,11,2.06,"6,295.48"
58,2025,C75-25-M01,วัดเขายี่สาร,สมุทรสงคราม,อัมพวา,ยี่สาร,M,13.30082,99.9019,"https://www.google.com/maps?t=k&q=13.30082,99.9019",62,15,2.34,"52,457.33"
59,2025,C75-25-P01,สวนสุขภาพเทศบาลเมืองสมุทรสงคราม,สมุทรสงคราม,เมืองสมุทรสงคราม,แม่กลอง,P,13.41148,100.00194,"https://www.google.com/maps?t=k&q=13.41148,100.00194",9,7,1.86,"8,415.23"
60,2025,C75-25-S01,แนวถนนแบ่งเขตจังหวัดเพชรบุรี-สมุทรสงคราม,สมุทรสงคราม,อัมพวา,ยี่สาร,S,13.24989,99.85996,"https://www.google.com/maps?t=k&q=13.24989,99.85996",124,5,1.06,"3,372.36"
61,2023,E20-00-P01,เขาพระตำหนัก,ชลบุรี,บางละมุง,หนองปรือ,P,12.9195,100.86701,"https://www.google.com/maps?t=k&q=12.919503,100.867013",51,14,2.16,"2,966.56"
62,2023,E20-00-P02,สวนสมเด็จพระนางเจ้าสิริกิติ์,ชลบุรี,บางละมุง,หนองปรือ,P,12.91881,100.86815,"https://www.google.com/maps?t=k&q=12.918812,100.86815",29,9,1.93,"10,801.34"
63,2023,E20-00-S01,สวนสาธารณะหาดกระทิงลาย,ชลบุรี,บางละมุง,นาเกลือ,S,12.98867,100.92036,"https://www.google.com/maps?t=k&q=12.988666,100.920364",23,4,1.30,631.84
64,2023,E20-00-S02,สวนสาธารณะเมืองพัทยา,ชลบุรี,บางละมุง,หนองปรือ,S,12.8865,100.92175,"https://www.google.com/maps?t=k&q=12.886503,100.921751",37,3,1.09,"3,129.17"
65,2023,E20-02-M01,เขาน้ำซับ ม. เกษตรศรีราชา,ชลบุรี,ศรีราชา,ทุ่งสุขลา,M,13.12155,100.92212,"https://www.google.com/maps?t=k&q=13.121549,100.922121",128,23,2.73,"14,671.16"
66,2023,E20-02-M02,สวนสมุนไพรสระพระพิรุณ,ชลบุรี,ศรีราชา,ทุ่งสุขลา,M,13.12197,100.91793,"https://www.google.com/maps?t=k&q=13.121968,100.917931",33,10,1.95,"18,222.83"
67,2023,E20-02-P01,สวน 60 ปีไทยออยล์ ชลบุรี,ชลบุรี,ศรีราชา,ทุ่งสุขลา,P,13.11841,100.91754,"https://www.google.com/maps?t=k&q=13.11841,100.917543",63,17,2.65,"11,433.35"
68,2023,E21-02-M01,สวนสมุนไพรพระเทพฯ,ระยอง,นิคมพัฒนา,มาบข่า,M,12.76529,101.16428,"https://www.google.com/maps?t=k&q=12.765294,101.164277",95,21,2.14,"22,055.45"
69,2023,E21-02-P01,สวนป่าหลังTOT,ระยอง,เมืองระยอง,มาบตาพุด,P,12.70327,101.13378,"https://www.google.com/maps?t=k&q=12.703272,101.133776",24,4,1.23,"16,896.37"
70,2025,E22-25-M01,วัดป่าคลองกุ้ง,จันทบุรี,เมืองจันทบุรี,ตลาด,M,12.59751,102.11173,"https://www.google.com/maps?t=k&q=12.59751,102.11173",130,11,1.12,"28,616.14"
71,2025,E22-25-P01,สวนเฉลิมพระเกียรติฯ เทศบาลเมืองท่าช้าง,จันทบุรี,เมืองจันทบุรี,ท่าช้าง,P,12.63732,102.08956,"https://www.google.com/maps?t=k&q=12.6373241841831,102.0895571093",25,4,1.29,"5,105.67"
72,2025,E22-25-S01,ริมสวนสมเด็จพระเจ้าตาก,จันทบุรี,เมืองจันทบุรี,วัดใหม่,S,12.60583,102.10333,"https://www.google.com/maps?t=k&q=12.605833,102.103333",23,11,2.12,"27,048.30"
73,2025,E23-25-M01,สถานีพัฒนาที่ดินตราด,ตราด,เขาสมิง,ทุ่งนนทรี,M,12.38056,102.43722,"https://www.google.com/maps?t=k&q=12.380556,102.437222",153,22,2.91,"27,113.93"
74,2025,E23-25-P01,สวนสาธารณะท่าพริก,ตราด,เมืองตราด,ท่าพริก,P,12.25477,102.57738,"https://www.google.com/maps?t=k&q=12.2547703721794,102.577381950602",88,15,2.03,"56,702.90"
75,2025,E23-25-S01,ชายหาดบางชื่น,ตราด,คลองใหญ่,ไม้รูด,S,11.89743,102.78483,"https://www.google.com/maps?t=k&q=11.897426,102.784828",52,4,0.53,"56,781.80"
76,2025,E24-25-M01,ศูนย์ศึกษาการพัฒนาเขาหินซ้อน,ฉะเชิงเทรา,พนมสารคาม,เขาหินซ้อน,M,13.75157,101.50289,"https://www.google.com/maps?t=k&q=13.75157,101.50289",215,20,1.95,"26,267.67"
77,2025,E24-25-P01,สวนสมเด็จพระศรีนครินทร์,ฉะเชิงเทรา,เมืองฉะเชิงเทรา,หน้าเมือง,P,13.68879,101.06697,"https://www.google.com/maps?t=k&q=13.6887887301856,101.066970594018",25,10,2.07,"17,463.01"
78,2025,E24-25-S01,ลานกิจกรรมหน้าโรงพยาบาลพุทธโสธ,ฉะเชิงเทรา,เมืองฉะเชิงเทรา,หน้าเมือง,S,13.68475,101.07387,"https://www.google.com/maps?t=k&q=13.68475,101.07387",13,3,0.69,"16,399.16"
79,2025,E25-25-M01,วัดป่ามะไฟ,ปราจีนบุรี,เมืองปราจีนบุรี,โคกไม้ลาย,M,14.13938,101.29254,"https://www.google.com/maps?t=k&q=14.1393830279528,101.292538780674",42,12,2.23,"78,029.67"
80,2025,E25-25-P01,สวนสาธารณะโบราณสถานลายพระหัตถ์ ศรีมหาโพธิ,ปราจีนบุรี,ศรีมหาโพธิ,ศรีมหาโพธิ,P,13.95653,101.50827,"https://www.google.com/maps?t=k&q=13.9565298289378,101.508269443015",24,9,1.93,"24,397.04"
81,2025,E25-25-S01,"สวนสาธารณะเฉลิมพระเกียรติ 80 พรรษา",ปราจีนบุรี,เมืองปราจีนบุรี,หน้าเมือง,S,14.05146,101.37123,"https://www.google.com/maps?t=k&q=14.0514633195216,101.371231313715",34,3,0.49,"32,045.75"
82,2025,E27-25-M01,วัดเขาป่าแก้ว,สระแก้ว,วังน้ำเย็น,วังน้ำเย็น,M,13.51323,102.16515,"https://www.google.com/maps?t=k&q=13.51323,102.16515",66,28,2.80,"55,146.67"
83,2025,E27-25-P01,พระบรมราชานุสาวรีย์สมเด็จพระนเรศวรมหาราช,สระแก้ว,วัฒนานคร,วัฒนานคร,P,13.7509,102.30874,"https://www.google.com/maps?t=k&q=13.7509,102.30874",52,9,0.78,"28,321.71"
84,2025,E27-25-S01,ริมอ่างเก็บน้ำหน้าวัดละลมติม,สระแก้ว,โคกสูง,โคกสูง,S,13.82164,102.65342,"https://www.google.com/maps?t=k&q=13.82164,102.65342",77,15,2.00,"20,433.73"
85,2023,I30-02-M01,ป่่าฟื้นฟู,นครราชสีมา,เมืองนครราชสีมา,โคกกรวด,M,14.92506,101.94932,"https://www.google.com/maps?t=k&q=14.925059,101.949321",195,49,3.48,"18,479.65"
86,2023,I30-02-S01,พื้นที่สีเขียวริมน้ำ นครราชสีมา,นครราชสีมา,เมืองนครราชสีมา,โคกกรวด,S,14.93359,101.95548,"https://www.google.com/maps?t=k&q=14.933594,101.955475",30,13,2.24,"22,003.37"
87,2025,I31-25-M01,วัดป่าสวนธรรมเฉลิมพระเกียรติ,บุรีรัมย์,เมืองบุรีรัมย์,เมืองฝาง,M,14.83018,102.98647,"https://www.google.com/maps?t=k&q=14.83018,102.98647",149,34,2.96,"29,355.68"
88,2025,I31-25-P01,สวนศิวะ 12,บุรีรัมย์,เมืองบุรีรัมย์,อิสาณ,P,14.96715,103.08922,"https://www.google.com/maps?t=k&q=14.96715,103.08922",22,14,2.41,"22,856.02"
89,2025,I31-25-S01,ริมถนน 24 (โชคชัย-เดชอุดม),บุรีรัมย์,นางรอง,ถนนหัก,S,14.63246,102.81006,"https://www.google.com/maps?t=k&q=14.63246,102.81006",13,7,1.71,"20,461.57"
90,2025,I32-25-M01,สวนสุขภาพสระหนองคูใหญ่,สุรินทร์,จอมพระ,จอมพระ,M,15.10398,103.60435,"https://www.google.com/maps?t=k&q=15.10398,103.60435",71,17,2.56,"40,348.14"
91,2025,I32-25-P01,สวนเฉลิมพระเกียรติ จังหวัดสุรินทร์,สุรินทร์,เมืองสุรินทร์,นอกเมือง,P,14.87319,103.50015,"https://www.google.com/maps?t=k&q=14.87319,103.50015",47,20,2.69,"7,861.00"
92,2025,I32-25-S01,ริมสระสวนเฉลิมพระเกียรติ,สุรินทร์,ศีขรภูมิ,ระแงง,S,14.94318,103.80771,"https://www.google.com/maps?t=k&q=14.94318,103.80771",25,9,1.99,"15,739.51"
93,2025,I33-25-M01,วัดสวนป่าอริยทรัพย์,ศรีสะเกษ,ไพรบึง,ไพรบึง,M,14.7398,104.34766,"https://www.google.com/maps?t=k&q=14.7398,104.34766",56,9,1.61,"9,437.60"
94,2025,I33-25-P01,เกาะกลางน้ำ ศรีสะเกษ,ศรีสะเกษ,เมืองศรีสะเกษ,หนองครก,P,15.09276,104.32905,"https://www.google.com/maps?t=k&q=15.09276,104.32905",99,21,2.45,"15,864.34"
95,2025,I33-25-S01,ริมคลองสำราญ,ศรีสะเกษ,เมืองศรีสะเกษ,น้ำคำ,S,15.13197,104.32836,"https://www.google.com/maps?t=k&q=15.13197,104.32836",17,2,0.23,"11,059.32"
96,2025,I34-25-M01,สถานีพัฒนาที่ดินอุบลราชธานี,อุบลราชธานี,สว่างวีระวงศ์,ท่าช้าง,M,15.23,104.98167,"https://www.google.com/maps?t=k&q=15.23,104.981667",46,9,1.36,"21,349.10"
97,2025,I34-25-P01,ทุ่งศรีเมือง,อุบลราชธานี,เมืองอุบลราชธานี,ในเมือง,P,15.23044,104.85812,"https://www.google.com/maps?t=k&q=15.23044,104.85812",44,15,2.20,"7,873.85"
98,2025,I34-25-S01,ริมสวนสุขภาพหนองบัว,อุบลราชธานี,เมืองอุบลราชธานี,ในเมือง,S,15.26165,104.83936,"https://www.google.com/maps?t=k&q=15.26165,104.83936",21,7,1.19,"2,641.03"
99,2023,I35-01-M01,ศาลเยาวชนฯ ยโสธร(ดอนย่าหลา),ยโสธร,เมืองยโสธร,ในเมือง,M,15.80708,104.15067,"https://www.google.com/maps?t=k&q=15.807083,104.15067",87,23,2.57,"60,549.51"
100,2023,I35-01-P01,เทศบาลยโสธร,ยโสธร,เมืองยโสธร,ในเมือง,P,15.78297,104.15375,"https://www.google.com/maps?t=k&q=15.782968,104.153747",37,13,2.26,"27,737.89"
101,2023,I35-02-M01,เจดีย์พุทธโพธิ์,ยโสธร,เมืองยโสธร,หนองเป็ด,M,15.88687,104.34124,"https://www.google.com/maps?t=k&q=15.886874,104.341235",172,28,2.23,"24,744.22"
102,2023,I35-02-M02,วัดป่าโนนค้อ,ยโสธร,เมืองยโสธร,หนองเป็ด,M,15.86517,104.31935,"https://www.google.com/maps?t=k&q=15.865172,104.319345",140,20,2.47,"31,732.85"
103,2023,I35-02-M03,วัดศิลาพร (จากวิจัยฟาร์มควายงาม),ยโสธร,เมืองยโสธร,หนองเป็ด,M,15.85153,104.31436,"https://www.google.com/maps?t=k&q=15.851531,104.314364",113,14,1.61,"5,268.61"
104,2025,I36-25-M01,วัดชัยภูมิวนาราม,ชัยภูมิ,เมืองชัยภูมิ,ในเมือง,M,15.82323,102.02477,"https://www.google.com/maps?t=k&q=15.82323,102.02477",41,12,2.08,"9,119.15"
105,2025,I36-25-P01,สวนสาธารณะหนองปลาเฒ่า,ชัยภูมิ,เมืองชัยภูมิ,ในเมือง,P,15.80001,102.01246,"https://www.google.com/maps?t=k&q=15.80001,102.01246",31,11,2.07,"16,123.60"
106,2025,I37-25-M01,วัดป่าอรัญญาวิเวก,อำนาจเจริญ,เมืองอำนาจเจริญ,ไก่คำ,M,15.82249,104.64537,"https://www.google.com/maps?t=k&q=15.82249,104.64537",90,28,2.94,"35,955.13"
107,2025,I37-25-P01,สวนมิ่งเมืองเฉลิมพระเกียรติ,อำนาจเจริญ,เมืองอำนาจเจริญ,บุ่ง,P,15.86864,104.62519,"https://www.google.com/maps?t=k&q=15.86864,104.62519",34,11,1.92,"29,032.57"
108,2025,I38-25-M01,วัดป่าบ้านเหล่าถาวร,บึงกาฬ,เมืองบึงกาฬ,วิศิษฐ์,M,18.31068,103.60631,"https://www.google.com/maps?t=k&q=18.31068,103.60631",91,11,1.95,"19,777.23"
109,2025,I38-25-P01,สวนสาธารณะหนองบึงกาฬ,บึงกาฬ,เมืองบึงกาฬ,บึงกาฬ,P,18.36094,103.66165,"https://www.google.com/maps?t=k&q=18.36094,103.66165",24,8,1.81,"8,241.31"
110,2023,I39-01-M03,แหล่งท่องเที่ยวเชิงนิเวศภูพานน้อย,อุดรธานี,หนองวัวซอ,หนองอ้อ,M,17.19224,102.47607,"https://www.google.com/maps?t=k&q=17.192236,102.476073",170,25,2.39,"27,677.87"
111,2023,I39-01-M04,วัดป่าเสาเล้า,หนองบัวลำภู,เมืองหนองบัวลำภู,หนองบัว,M,17.17054,102.46424,"https://www.google.com/maps?t=k&q=17.170538,102.464243",199,42,3.07,"22,740.79"
112,2023,I39-01-M05,วิทยาลัยชุมชน,หนองบัวลำภู,เมืองหนองบัวลำภู,บ้านพร้าว,M,17.13575,102.42399,"https://www.google.com/maps?t=k&q=17.135748,102.423991",302,33,2.86,"17,296.63"
113,2025,I40-25-M01,มหาวิทยาลัยขอนแก่น,ขอนแก่น,เมืองขอนแก่น,ในเมือง,M,16.44813,102.81639,"https://www.google.com/maps?t=k&q=16.44813,102.81639",74,13,2.04,"55,131.32"
114,2025,I40-25-P01,สวนสุขภาพบึงทุ่งสร้าง,ขอนแก่น,เมืองขอนแก่น,ในเมือง,P,16.4446,102.84881,"https://www.google.com/maps?t=k&q=16.4446,102.84881",23,7,1.62,"6,115.99"
115,2025,I40-25-S01,ริมสวนสุขภาพ,ขอนแก่น,สีชมพู,วังเพิ่ม,S,16.78903,102.18299,"https://www.google.com/maps?t=k&q=16.78903,102.18299",55,12,2.12,"13,878.72"
116,2023,I41-02-M01,วิทยาลัยเกษตรอุดร ยางพารา,อุดรธานี,เมืองอุดรธานี,กุดสระ,M,17.47439,102.81129,"https://www.google.com/maps?t=k&q=17.474392,102.81129",58,1,0.00,"21,377.08"
117,2023,I41-02-M02,อพสธ. วิทยาลัยเกษตรอุดรฯ,อุดรธานี,เมืองอุดรธานี,กุดสระ,M,17.47343,102.81686,"https://www.google.com/maps?t=k&q=17.473427,102.81686",55,29,3.15,"37,185.34"
118,2023,I41-02-M04,วัดป่าโนนวัดเก่า,อุดรธานี,เมืองอุดรธานี,กุดสระ,M,17.4728,102.83286,"https://www.google.com/maps?t=k&q=17.472798,102.832859",144,22,1.88,"40,350.85"
119,2023,I41-02-M05,วัดป่าหนองกุง,อุดรธานี,เมืองอุดรธานี,กุดสระ,M,17.50067,102.88505,"https://www.google.com/maps?t=k&q=17.500667,102.885053",220,28,2.67,"27,865.18"
120,2023,I41-02-S01,สวนหนองประจัก,อุดรธานี,เมืองอุดรธานี,หมากแข้ง,S,17.42152,102.78281,"https://www.google.com/maps?t=k&q=17.421523,102.78281",56,2,0.21,"10,332.82"
121,2025,I42-25-M01,สถานีพัฒนาที่ดินเลย,เลย,เมืองเลย,ศรีสองรัก,M,17.64083,101.70028,"https://www.google.com/maps?t=k&q=17.640833,101.700278",25,8,1.55,"11,570.76"
122,2025,I42-25-P01,สวนสาธารณะกุดป่อง,เลย,เมืองเลย,กุดป่อง,P,17.48486,101.72881,"https://www.google.com/maps?t=k&q=17.48486,101.72881",29,8,1.63,"29,339.13"
123,2023,I43-01-P01,สวนสาธารณะหนองถิ่น,หนองคาย,เมืองหนองคาย,มีชัย,P,17.87614,102.72456,"https://www.google.com/maps?t=k&q=17.876139,102.724561",63,7,1.46,"19,778.29"
124,2025,I43-25-S01,เกาะกลางถนนมิตรภาพ,หนองคาย,เมืองหนองคาย,ค่ายบกหวาน,S,17.77001,102.768,"https://www.google.com/maps?t=k&q=17.77001,102.768",18,3,0.42,"3,777.46"
125,2025,I44-25-M01,สำนักสงฆ์ดอนหลวงปู่จ้อย,มหาสารคาม,แกดำ,แกดำ,M,16.02428,103.3872,"https://www.google.com/maps?t=k&q=16.02428,103.3872",65,11,1.98,"56,936.38"
126,2025,I44-25-P01,พระบรมธาตุนาดูน,มหาสารคาม,นาดูน,พระธาตุ,P,15.70548,103.22596,"https://www.google.com/maps?t=k&q=15.70548,103.22596",104,10,1.08,"33,036.80"
127,2025,I44-25-S01,มหาวิทยาลัยราชภัฏมหาสารคาม,มหาสารคาม,เมืองมหาสารคาม,ตลาด,S,16.19831,103.27582,"https://www.google.com/maps?t=k&q=16.19831,103.27582",33,2,0.14,"25,113.87"
128,2025,I45-25-M01,ค่ายลูกเสือพลาญชัย,ร้อยเอ็ด,ธวัชบุรี,นิเวศน์,M,16.03978,103.73769,"https://www.google.com/maps?t=k&q=16.0397768631519,103.737692091752",54,20,2.57,"41,542.89"
129,2025,I45-25-P01,บึงพลาญชัย,ร้อยเอ็ด,เมืองร้อยเอ็ด,ในเมือง,P,16.05766,103.65074,"https://www.google.com/maps?t=k&q=16.05766,103.65074",23,13,2.31,"12,783.21"
130,2025,I46-25-M01,สถานีพัฒนาที่ดินกาฬสินธุ์,กาฬสินธุ์,ยางตลาด,อุ่มเม่า,M,16.40389,103.41611,"https://www.google.com/maps?t=k&q=16.403889,103.416111",59,12,1.78,"39,413.38"
131,2025,I46-25-P01,สวนสาธารณะกุดน้ำกิน,กาฬสินธุ์,เมืองกาฬสินธุ์,กาฬสินธุ์,P,16.42832,103.49712,"https://www.google.com/maps?t=k&q=16.42832,103.49712",28,5,1.32,"21,316.49"
132,2025,I46-25-S01,พิพิธภัณฑ์สิรินธร,กาฬสินธุ์,สหัสขันธ์,โนนบุรี,S,16.69329,103.52239,"https://www.google.com/maps?t=k&q=16.69329,103.52239",85,12,1.20,"14,895.79"
133,2023,I47-01-M01,ลาน ร.5,สกลนคร,เมืองสกลนคร,ธาตุเชิงชุม,M,17.15447,104.13755,"https://www.google.com/maps?t=k&q=17.154472,104.137552",18,3,0.83,"12,617.36"
134,2023,I47-01-M02,ราชภัฏสกลนคร,สกลนคร,เมืองสกลนคร,ธาตุเชิงชุม,M,17.19298,104.09247,"https://www.google.com/maps?t=k&q=17.19298,104.09247",31,8,1.90,"14,275.82"
135,2025,I47-25-S01,ม.เกษตรศาสตร์ สกลนคร,สกลนคร,เมืองสกลนคร,เชียงเครือ,S,17.28919,104.11004,"https://www.google.com/maps?t=k&q=17.28918963,104.1100429",66,1,0.00,"8,599.99"
